page_id,course_id,course_code,source_kind,source_surface,canvas_object_type,canvas_object_id,title,requested_url,resolved_url,redirected,requires_external_handler,depth,markdown_path,metadata_path,visible_heading_count,link_count,iframe_count,module_item_count,assignment_row_count,grade_row_count,metadata_heading_count,nav_count,hidden_text_count,heading_sample,captured_at
00207-mth-252-linked-detail-achieve-2-5-1-physical-applications,2080857,MTH-252,linked_detail,linked_detail,assignment,10586034,Achieve - 2.5 - 1 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/assignments/10586034,https://canvas.oregonstate.edu/courses/2080857/assignments/10586034,,yes,1,markdown/00207-mth-252-linked-detail-achieve-2-5-1-physical-applications.md,metadata/00207-mth-252-linked-detail-achieve-2-5-1-physical-applications.json,2,54,2,0,0,0,2,9,29,Achieve - 2.5 - 1 Physical Applications | Rubric,2026-07-08T22:58:46.668Z
00208-mth-252-linked-detail-achieve-2-5-2-physical-applications,2080857,MTH-252,linked_detail,linked_detail,assignment,10586036,Achieve - 2.5 - 2 Physical Applications,https://canvas.oregonstate.edu/courses/2080857/assignments/10586036,https://canvas.oregonstate.edu/courses/2080857/assignments/10586036,,yes,1,markdown/00208-mth-252-linked-detail-achieve-2-5-2-physical-applications.md,metadata/00208-mth-252-linked-detail-achieve-2-5-2-physical-applications.json,2,54,2,0,0,0,2,9,29,Achieve - 2.5 - 2 Physical Applications | Rubric,2026-07-08T22:58:49.719Z
00209-mth-252-linked-detail-module-9-written-homework-whw-9-3-hours,2080857,MTH-252,linked_detail,linked_detail,assignment,10586062,Module 9 — Written Homework (WHW 9) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586062,https://canvas.oregonstate.edu/courses/2080857/assignments/10586062,,,1,markdown/00209-mth-252-linked-detail-module-9-written-homework-whw-9-3-hours.md,metadata/00209-mth-252-linked-detail-module-9-written-homework-whw-9-3-hours.json,2,54,2,0,0,0,2,9,29,Module 9 — Written Homework (WHW 9) 🕓 3 hours | Rubric,2026-07-08T22:58:52.369Z
00210-mth-252-linked-detail-rq-2-5-integral-calculus-mth-252z-400-u2026,2080857,MTH-252,linked_detail,linked_detail,quiz,3167668,RQ-2.5 : INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/assignments/10586014,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167668,yes,,1,markdown/00210-mth-252-linked-detail-rq-2-5-integral-calculus-mth-252z-400-u2026.md,metadata/00210-mth-252-linked-detail-rq-2-5-integral-calculus-mth-252z-400-u2026.json,1,29,2,0,0,0,1,9,3,RQ-2.5,2026-07-08T22:58:55.317Z
00211-mth-252-linked-detail-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593467,Topic: Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/assignments/10586015,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593467,yes,,1,markdown/00211-mth-252-linked-detail-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour.md,metadata/00211-mth-252-linked-detail-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hourModule 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,2026-07-08T22:58:58.272Z
00212-mth-252-linked-detail-achieve-3-7-improper-integrals,2080857,MTH-252,linked_detail,linked_detail,assignment,10586041,Achieve - 3.7 Improper Integrals,https://canvas.oregonstate.edu/courses/2080857/assignments/10586041,https://canvas.oregonstate.edu/courses/2080857/assignments/10586041,,yes,1,markdown/00212-mth-252-linked-detail-achieve-3-7-improper-integrals.md,metadata/00212-mth-252-linked-detail-achieve-3-7-improper-integrals.json,2,54,2,0,0,0,2,9,29,Achieve - 3.7 Improper Integrals | Rubric,2026-07-08T22:59:01.123Z
00213-mth-252-linked-detail-module-10-written-homework-whw-10-3-hours,2080857,MTH-252,linked_detail,linked_detail,assignment,10586054,Module 10 — Written Homework (WHW 10) 🕓 3 hours,https://canvas.oregonstate.edu/courses/2080857/assignments/10586054,https://canvas.oregonstate.edu/courses/2080857/assignments/10586054,,,1,markdown/00213-mth-252-linked-detail-module-10-written-homework-whw-10-3-hours.md,metadata/00213-mth-252-linked-detail-module-10-written-homework-whw-10-3-hours.json,2,54,2,0,0,0,2,9,29,Module 10 — Written Homework (WHW 10) 🕓 3 hours | Rubric,2026-07-08T22:59:03.617Z
00214-mth-252-linked-detail-reflection-3,2080857,MTH-252,linked_detail,linked_detail,assignment,10586064,Reflection 3,https://canvas.oregonstate.edu/courses/2080857/assignments/10586064,https://canvas.oregonstate.edu/courses/2080857/assignments/10586064,,yes,1,markdown/00214-mth-252-linked-detail-reflection-3.md,metadata/00214-mth-252-linked-detail-reflection-3.json,2,54,2,0,0,0,2,9,29,Reflection 3 | Rubric,2026-07-08T22:59:06.265Z
00215-mth-252-linked-detail-rq-3-7-integral-calculus-mth-252z-400-u2026,2080857,MTH-252,linked_detail,linked_detail,quiz,3167657,RQ-3.7: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/assignments/10586004,https://canvas.oregonstate.edu/courses/2080857/quizzes/3167657,yes,,1,markdown/00215-mth-252-linked-detail-rq-3-7-integral-calculus-mth-252z-400-u2026.md,metadata/00215-mth-252-linked-detail-rq-3-7-integral-calculus-mth-252z-400-u2026.json,1,29,2,0,0,0,1,9,3,RQ-3.7,2026-07-08T22:59:09.123Z
00216-mth-252-linked-detail-final-mini-exam-5-monday-to-wednesday,2080857,MTH-252,linked_detail,linked_detail,assignment,10586043,Final Mini-Exam 5 --> Monday to Wednesday,https://canvas.oregonstate.edu/courses/2080857/assignments/10586043,https://canvas.oregonstate.edu/courses/2080857/assignments/10586043,,,1,markdown/00216-mth-252-linked-detail-final-mini-exam-5-monday-to-wednesday.md,metadata/00216-mth-252-linked-detail-final-mini-exam-5-monday-to-wednesday.json,2,54,2,0,0,0,2,9,29,Final Mini-Exam 5 --> Monday to Wednesday | Rubric,2026-07-08T22:59:12.019Z
00217-mth-252-linked-detail-mini-exam-1-retake,2080857,MTH-252,linked_detail,linked_detail,assignment,10586046,Mini-Exam 1 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586046,https://canvas.oregonstate.edu/courses/2080857/assignments/10586046,,,1,markdown/00217-mth-252-linked-detail-mini-exam-1-retake.md,metadata/00217-mth-252-linked-detail-mini-exam-1-retake.json,2,54,2,0,0,0,2,9,29,Mini-Exam 1 - Retake | Rubric,2026-07-08T22:59:14.823Z
00218-mth-252-linked-detail-mini-exam-2-retake,2080857,MTH-252,linked_detail,linked_detail,assignment,10586047,Mini-Exam 2 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,https://canvas.oregonstate.edu/courses/2080857/assignments/10586047,,yes,1,markdown/00218-mth-252-linked-detail-mini-exam-2-retake.md,metadata/00218-mth-252-linked-detail-mini-exam-2-retake.json,9,65,2,0,0,0,9,9,34,Mini-Exam 2 - Retake | Instructions | Formatting | Submission Details | Due Date,2026-07-08T22:59:17.418Z
00219-mth-252-linked-detail-mini-exam-3-retake,2080857,MTH-252,linked_detail,linked_detail,assignment,10586049,Mini-Exam 3 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049,https://canvas.oregonstate.edu/courses/2080857/assignments/10586049,,yes,1,markdown/00219-mth-252-linked-detail-mini-exam-3-retake.md,metadata/00219-mth-252-linked-detail-mini-exam-3-retake.json,9,60,2,0,0,0,9,9,31,Mini-Exam 3 - Retake | Instructions | Formatting | Submission Details | Due Date,2026-07-08T22:59:20.117Z
00220-mth-252-linked-detail-mini-exam-4-retake,2080857,MTH-252,linked_detail,linked_detail,assignment,10586051,Mini-Exam 4 - Retake,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051,https://canvas.oregonstate.edu/courses/2080857/assignments/10586051,,yes,1,markdown/00220-mth-252-linked-detail-mini-exam-4-retake.md,metadata/00220-mth-252-linked-detail-mini-exam-4-retake.json,9,60,2,0,0,0,9,9,31,Mini-Exam 4 - Retake | Instructions | Formatting | Submission Details | Due Date,2026-07-08T22:59:22.817Z
00221-mth-252-linked-detail-topic-q-a-discussion,2080857,MTH-252,linked_detail,linked_detail,discussion,11593476,Topic: Q&A Discussion,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593476,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593476,,,1,markdown/00221-mth-252-linked-detail-topic-q-a-discussion.md,metadata/00221-mth-252-linked-detail-topic-q-a-discussion.json,17,45,2,0,0,0,17,9,130,Discussion Topic: Q&A DiscussionQ&A Discussion | Reply from Brian Telles | Reply from Kathryn Gates | Reply from Kathryn Gates | Reply from Abigail Macmillan,2026-07-08T22:59:27.517Z
00222-mth-252-linked-detail-topic-module-1-discussion-reflection-whw-1-0-25-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593475,Topic: Module 1 — Discussion Reflection: WHW 1 🕓 0.25 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593475,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593475,,,1,markdown/00222-mth-252-linked-detail-topic-module-1-discussion-reflection-whw-1-0-25-hour.md,metadata/00222-mth-252-linked-detail-topic-module-1-discussion-reflection-whw-1-0-25-hour.json,0,29,2,0,0,0,0,9,3,,2026-07-08T22:59:30.268Z
00223-mth-252-linked-detail-topic-module-2-discussion-reflection-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593474,Topic: Module 2 — Discussion Reflection 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593474,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593474,,,1,markdown/00223-mth-252-linked-detail-topic-module-2-discussion-reflection-0-5-hour.md,metadata/00223-mth-252-linked-detail-topic-module-2-discussion-reflection-0-5-hour.json,16,42,2,0,0,0,16,9,118,Discussion Topic: Module 2 — Discussion Reflection 🕓 0.5 hourModule 2 — Discussion Reflection 🕓 0.5 hour | Purpose | Instructions | Due Date | Grading,2026-07-08T22:59:37.267Z
00224-mth-252-linked-detail-topic-module-3-discussion-reflection-mini-exam-1-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593473,Topic: Module 3 — Discussion Reflection: Mini-Exam 1 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593473,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593473,,,1,markdown/00224-mth-252-linked-detail-topic-module-3-discussion-reflection-mini-exam-1-0-5-hour.md,metadata/00224-mth-252-linked-detail-topic-module-3-discussion-reflection-mini-exam-1-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 3 — Discussion Reflection: Mini-Exam 1 🕓 0.5 hourModule 3 — Discussion Reflection: Mini-Exam 1 🕓 0.5 hour,2026-07-08T22:59:39.965Z
00225-mth-252-linked-detail-topic-module-4-discussion-reflection-whw-4-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593472,Topic: Module 4 — Discussion Reflection: WHW 4 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593472,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593472,,,1,markdown/00225-mth-252-linked-detail-topic-module-4-discussion-reflection-whw-4-0-5-hour.md,metadata/00225-mth-252-linked-detail-topic-module-4-discussion-reflection-whw-4-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 4 — Discussion Reflection: WHW 4 🕓 0.5 hourModule 4 — Discussion Reflection: WHW 4 🕓 0.5 hour,2026-07-08T22:59:42.571Z
00226-mth-252-linked-detail-topic-module-5-discussion-reflection-mini-exam-2-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593471,Topic: Module 5 — Discussion Reflection: Mini-Exam 2 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593471,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593471,,,1,markdown/00226-mth-252-linked-detail-topic-module-5-discussion-reflection-mini-exam-2-0-5-hour.md,metadata/00226-mth-252-linked-detail-topic-module-5-discussion-reflection-mini-exam-2-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 5 — Discussion Reflection: Mini-Exam 2 🕓 0.5 hourModule 5 — Discussion Reflection: Mini-Exam 2 🕓 0.5 hour,2026-07-08T22:59:45.317Z
00227-mth-252-linked-detail-topic-module-6-discussion-reflection-whw-6-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593470,Topic: Module 6 — Discussion Reflection: WHW 6 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593470,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593470,,,1,markdown/00227-mth-252-linked-detail-topic-module-6-discussion-reflection-whw-6-0-5-hour.md,metadata/00227-mth-252-linked-detail-topic-module-6-discussion-reflection-whw-6-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 6 — Discussion Reflection: WHW 6 🕓 0.5 hourModule 6 — Discussion Reflection: WHW 6 🕓 0.5 hour,2026-07-08T22:59:47.765Z
00228-mth-252-linked-detail-topic-module-7-discussion-reflection-mini-exam-3-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593469,Topic: Module 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593469,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593469,,,1,markdown/00228-mth-252-linked-detail-topic-module-7-discussion-reflection-mini-exam-3-0-5-hour.md,metadata/00228-mth-252-linked-detail-topic-module-7-discussion-reflection-mini-exam-3-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hourModule 7 — Discussion Reflection: Mini-Exam 3 🕓 0.5 hour,2026-07-08T22:59:50.766Z
00229-mth-252-linked-detail-topic-module-8-discussion-reflection-whw-8-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593468,Topic: Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593468,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593468,,,1,markdown/00229-mth-252-linked-detail-topic-module-8-discussion-reflection-whw-8-0-5-hour.md,metadata/00229-mth-252-linked-detail-topic-module-8-discussion-reflection-whw-8-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 8 — Discussion Reflection: WHW 8 🕓 0.5 hourModule 8 — Discussion Reflection: WHW 8 🕓 0.5 hour,2026-07-08T22:59:53.563Z
00230-mth-252-linked-detail-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour,2080857,MTH-252,linked_detail,linked_detail,discussion,11593467,Topic: Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593467,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11593467,,,1,markdown/00230-mth-252-linked-detail-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour.md,metadata/00230-mth-252-linked-detail-topic-module-9-discussion-reflection-final-and-exam-prep-0-5-hour.json,1,29,2,0,0,0,1,9,9,Discussion Topic: Module 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hourModule 9 — Discussion Reflection: Final and Exam Prep 🕓 0.5 hour,2026-07-08T22:59:56.271Z
00231-mth-253-module-item-start-here-overview-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-overview,Start Here - Overview: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885519,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-overview?module_item_id=26885519,yes,,1,markdown/00231-mth-253-module-item-start-here-overview-sequences-and-series-mth-253z-400-u2026.md,metadata/00231-mth-253-module-item-start-here-overview-sequences-and-series-mth-253z-400-u2026.json,1,30,2,0,0,0,1,12,2,Start Here - Overview,2026-07-08T22:59:59.571Z
00232-mth-253-module-item-start-here-syllabus-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-syllabus,Start Here - Syllabus: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885520,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-syllabus?module_item_id=26885520,yes,,1,markdown/00232-mth-253-module-item-start-here-syllabus-sequences-and-series-mth-253z-400-u2026.md,metadata/00232-mth-253-module-item-start-here-syllabus-sequences-and-series-mth-253z-400-u2026.json,1,41,2,0,0,0,1,12,5,Start Here - Syllabus,2026-07-08T23:00:02.327Z
00233-mth-253-module-item-get-your-mth-253z-course-materials-access-code-ebook-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,get-your-mth-253z-course-materials-access-code-+-ebook-2,Get your MTH 253Z Course Materials! (Access Code + Ebook) : SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885521,https://canvas.oregonstate.edu/courses/2053263/pages/get-your-mth-253z-course-materials-access-code-+-ebook-2?module_item_id=26885521,yes,,1,markdown/00233-mth-253-module-item-get-your-mth-253z-course-materials-access-code-ebook-sequences-and-series-mth-253z-400-u2026.md,metadata/00233-mth-253-module-item-get-your-mth-253z-course-materials-access-code-ebook-sequences-and-series-mth-253z-400-u2026.json,1,32,2,0,0,0,1,12,4,Get your MTH 253Z Course Materials! (Access Code + Ebook),2026-07-08T23:00:05.368Z
00234-mth-253-module-item-start-here-instructor-information-communication-policy-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-instructor-information-and-communication-policy,Start Here - Instructor Information & Communication Policy: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885522,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-instructor-information-and-communication-policy?module_item_id=26885522,yes,,1,markdown/00234-mth-253-module-item-start-here-instructor-information-communication-policy-sequences-and-series-mth-253z-400-u2026.md,metadata/00234-mth-253-module-item-start-here-instructor-information-communication-policy-sequences-and-series-mth-253z-400-u2026.json,3,34,2,0,0,0,3,12,4,Start Here - Instructor Information & Communication Policy | Contact Information | Communication Policy,2026-07-08T23:00:08.069Z
00235-mth-253-module-item-start-here-on-the-use-of-ai-and-academic-honesty-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-on-the-use-of-ai-and-academic-honesty,Start Here: On the use of AI and academic honesty: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26977675,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-on-the-use-of-ai-and-academic-honesty?module_item_id=26977675,yes,,1,markdown/00235-mth-253-module-item-start-here-on-the-use-of-ai-and-academic-honesty-sequences-and-series-mth-253z-400-u2026.md,metadata/00235-mth-253-module-item-start-here-on-the-use-of-ai-and-academic-honesty-sequences-and-series-mth-253z-400-u2026.json,7,33,2,0,0,0,7,12,4,Start Here: On the use of AI and academic honesty | General Goals for the Course | Your Responsibilities in Achieving Your Goals | AI Tools and Math Education | The Use of AI Policy,2026-07-08T23:00:10.869Z
00236-mth-253-module-item-start-here-where-to-go-for-help-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-where-to-go-for-help,Start Here - Where to go for help?: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885523,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-where-to-go-for-help?module_item_id=26885523,yes,,1,markdown/00236-mth-253-module-item-start-here-where-to-go-for-help-sequences-and-series-mth-253z-400-u2026.md,metadata/00236-mth-253-module-item-start-here-where-to-go-for-help-sequences-and-series-mth-253z-400-u2026.json,2,33,2,0,0,0,2,12,3,Start Here - Where to go for help? | Resources for Support,2026-07-08T23:00:13.825Z
00237-mth-253-module-item-topic-general-q-a-discussion,2053263,MTH-253,module_item,module_item,discussion,11558499,Topic: General Q&A Discussion,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885524,https://canvas.oregonstate.edu/courses/2053263/discussion_topics/11558499?module_item_id=26885524,yes,,1,markdown/00237-mth-253-module-item-topic-general-q-a-discussion.md,metadata/00237-mth-253-module-item-topic-general-q-a-discussion.json,1,32,2,0,0,0,1,12,11,Discussion Topic: General Q&A DiscussionGeneral Q&A Discussion,2026-07-08T23:00:16.871Z
00238-mth-253-module-item-start-here-accessibility-statements-privacy-policies-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-accessibility-statements-and-privacy-policies,Start Here - Accessibility Statements & Privacy Policies: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885525,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-accessibility-statements-and-privacy-policies?module_item_id=26885525,yes,,1,markdown/00238-mth-253-module-item-start-here-accessibility-statements-privacy-policies-sequences-and-series-mth-253z-400-u2026.md,metadata/00238-mth-253-module-item-start-here-accessibility-statements-privacy-policies-sequences-and-series-mth-253z-400-u2026.json,3,34,2,0,0,0,3,12,4,Start Here - Accessibility Statements & Privacy Policies | Accessibility Statements | Privacy Policies,2026-07-08T23:00:20.318Z
00239-mth-253-module-item-start-here-sources-cited-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-sources-cited,Start Here - Sources Cited: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885526,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-sources-cited?module_item_id=26885526,yes,,1,markdown/00239-mth-253-module-item-start-here-sources-cited-sequences-and-series-mth-253z-400-u2026.md,metadata/00239-mth-253-module-item-start-here-sources-cited-sequences-and-series-mth-253z-400-u2026.json,2,31,2,0,0,0,2,12,3,Start Here - Sources Cited | Copyright for Course Materials,2026-07-08T23:00:23.570Z
00240-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,quiz,3166971,Practice Quiz (take it before attempting Quiz 1!): SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26982050,https://canvas.oregonstate.edu/courses/2053263/quizzes/3166971?module_item_id=26982050,yes,,1,markdown/00240-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026.md,metadata/00240-mth-253-module-item-practice-quiz-take-it-before-attempting-quiz-1-sequences-and-series-mth-253z-400-u2026.json,6,46,2,0,0,0,6,12,25,Practice Quiz (take it before attempting Quiz 1!) | Instructions | Purpose | Note on Scanning and Uploading: | Instructions,2026-07-08T23:00:26.766Z
00241-mth-253-module-item-start-here-conclusion-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,start-here-conclusion,Start Here - Conclusion: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885527,https://canvas.oregonstate.edu/courses/2053263/pages/start-here-conclusion?module_item_id=26885527,yes,,1,markdown/00241-mth-253-module-item-start-here-conclusion-sequences-and-series-mth-253z-400-u2026.md,metadata/00241-mth-253-module-item-start-here-conclusion-sequences-and-series-mth-253z-400-u2026.json,1,33,2,0,0,0,1,12,3,Start Here - Conclusion,2026-07-08T23:00:38.271Z
00242-mth-253-module-item-unit-1-overview-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,unit-1-overview,Unit 1 - Overview: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885529,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-overview?module_item_id=26885529,yes,,1,markdown/00242-mth-253-module-item-unit-1-overview-sequences-and-series-mth-253z-400-u2026.md,metadata/00242-mth-253-module-item-unit-1-overview-sequences-and-series-mth-253z-400-u2026.json,4,43,2,0,0,0,4,12,10,Unit 1 - Overview | Introduction | Unit Learning Outcomes | Task List,2026-07-08T23:00:41.177Z
00243-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026,2053263,MTH-253,module_item,module_item,page,unit-1-learning-materials,Unit 1 - Learning Materials: SEQUENCES AND SERIES (MTH_253Z_400_U2026),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885530,https://canvas.oregonstate.edu/courses/2053263/pages/unit-1-learning-materials?module_item_id=26885530,yes,yes,1,markdown/00243-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026.md,metadata/00243-mth-253-module-item-unit-1-learning-materials-sequences-and-series-mth-253z-400-u2026.json,4,58,9,0,0,0,4,12,14,Unit 1 - Learning Materials | Readings | Lectures | Videos,2026-07-08T23:00:43.968Z
00244-mth-253-module-item-topic-unit-1-q-a-discussion-board-optional,2053263,MTH-253,module_item,module_item,discussion,11558490,Topic: Unit 1 - Q&A Discussion Board (Optional),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885531,https://canvas.oregonstate.edu/courses/2053263/discussion_topics/11558490?module_item_id=26885531,yes,,1,markdown/00244-mth-253-module-item-topic-unit-1-q-a-discussion-board-optional.md,metadata/00244-mth-253-module-item-topic-unit-1-q-a-discussion-board-optional.json,7,35,2,0,0,0,7,12,19,Discussion Topic: Unit 1 - Q&A Discussion Board (Optional)Unit 1 - Q&A Discussion Board (Optional) | Purpose | Grading Criteria | Reply from Radu Dascaliuc | Fundamental Limits.,2026-07-08T23:00:47.266Z
00245-mth-253-module-item-topic-unit-1-discussion-board-submitted-in-week-1-required,2053263,MTH-253,module_item,module_item,discussion,11558498,Topic: Unit 1 Discussion Board - Submitted in Week 1 (Required),https://canvas.oregonstate.edu/courses/2053263/modules/items/26885532,https://canvas.oregonstate.edu/courses/2053263/discussion_topics/11558498?module_item_id=26885532,yes,,1,markdown/00245-mth-253-module-item-topic-unit-1-discussion-board-submitted-in-week-1-required.md,metadata/00245-mth-253-module-item-topic-unit-1-discussion-board-submitted-in-week-1-required.json,24,52,2,0,0,0,24,12,150,Discussion Topic: Unit 1 Discussion Board - Submitted in Week 1 (Required)Unit 1 Discussion Board - Submitted in Week 1 (Required) | Purpose | Topic | Grading Criteria | Reply from Gwendolyn Mccannell,2026-07-08T23:00:52.224Z
00246-mth-253-module-item-unit-1-written-homework-assignment,2053263,MTH-253,module_item,module_item,assignment,10553179,Unit 1 - Written Homework Assignment,https://canvas.oregonstate.edu/courses/2053263/modules/items/26885537,https://canvas.oregonstate.edu/courses/2053263/assignments/10553179?module_item_id=26885537,yes,,1,markdown/00246-mth-253-module-item-unit-1-written-homework-assignment.md,metadata/00246-mth-253-module-item-unit-1-written-homework-assignment.json,6,63,2,0,0,0,6,12,30,Unit 1 - Written Homework Assignment | Purpose | Instructions | Submission Details | Grading Criteria,2026-07-08T23:00:55.372Z
