task_id,course_id,course_code,task_type,title,importance,actionability,confidence,due_text,available_text,points_text,estimated_time,object_id,object_type,module_ids,module_titles,module_item_ids,source_page_ids,source_urls,labels,review_state
task-00068-mth-252-lecture-video-whw4-template-1-pdf,2080857,MTH-252,lecture_video,WHW4-Template-1.pdf,medium,prep_required,medium,,,,,obj-mth-252-download-119223566,download,,,,00084-mth-252-module-item-module-4-written-homework-whw-4-3-hours|00384-mth-252-linked-detail-whw4-template-1-pdf-integral-calculus-mth-252z-400-u2026|00386-mth-252-linked-detail-module-4-written-homework-whw-4-3-hours,https://canvas.oregonstate.edu/courses/2080857/files/119223566/download?download_frd=1|https://canvas.oregonstate.edu/courses/2080857/assignments/10586057?module_item_id=26982580|https://canvas.oregonstate.edu/courses/2080857/files/119223566?wrap=1|https://canvas.oregonstate.edu/courses/2080857/assignments/10586057?module_item_id=26982580#,lecture_video|file_reference,candidate
task-00069-mth-252-external-tool-application-area-under-curve-distance-links-to-an-external-site,2080857,MTH-252,external_tool,Application: Area under curve: Distance Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982660,external_url,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982660,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/DZZd1qo1n2A|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00070-mth-252-external-tool-application-area-under-the-graph-table-links-to-an-external-site,2080857,MTH-252,external_tool,"Application: Area under the graph, table Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982662,external_url,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982662,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/_lNM3EZhByw|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00071-mth-252-external-tool-application-average-value-of-investment-links-to-an-external-site,2080857,MTH-252,external_tool,Application: Average value of investment Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982696,external_url,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982696,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/80fxxec6ihM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00072-mth-252-external-tool-arc-length-1-continued-links-to-an-external-site,2080857,MTH-252,external_tool,Arc length 1 continued Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982774,external_url,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982774,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/NbnTw0opE_0|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00073-mth-252-external-tool-arc-length-1-links-to-an-external-site,2080857,MTH-252,external_tool,Arc length 1 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982773,external_url,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982773,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/seoFxrNL85c|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00074-mth-252-external-tool-arc-length-2-links-to-an-external-site,2080857,MTH-252,external_tool,Arc length 2 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982775,external_url,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982775,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/QttlclJGxJQ|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00075-mth-252-external-tool-arc-length-3-links-to-an-external-site,2080857,MTH-252,external_tool,Arc length 3 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982776,external_url,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982776,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/cw76RZ_fsZI|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00076-mth-252-external-tool-arc-length-4-links-to-an-external-site,2080857,MTH-252,external_tool,Arc length 4 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982777,external_url,mod-mth-252-035-2-4-arc-length,2.4 Arc Length,mi-mth-252-26982777,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/0j227VZN0X8|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00077-mth-252-prep-reading-area-accumulation-graph-analysis-openstax-specific-links-to-an-external-site,2080857,MTH-252,prep_reading,Area Accumulation Graph Analysis (OpenStax Specific) Links to an external site.,medium,prep_required,low,,,,,obj-mth-252-external-url-26982680,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982680,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/yjJ1JIvX7t4|https://canvas.oregonstate.edu/courses/2080857/modules,prep_reading|external_tool,needs_review
task-00078-mth-252-external-tool-area-between-curves-respect-to-y-links-to-an-external-site,2080857,MTH-252,external_tool,"Area between curves , respect to y Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982758,external_url,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982758,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/fGvSy6U209Y|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00079-mth-252-external-tool-area-between-curves-2-links-to-an-external-site,2080857,MTH-252,external_tool,Area between curves 2 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982755,external_url,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982755,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/E_1aDcOoDtE|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00080-mth-252-external-tool-area-between-curves-3-links-to-an-external-site,2080857,MTH-252,external_tool,Area between curves 3 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982756,external_url,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982756,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/n2JqTztMrvQ|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00081-mth-252-external-tool-area-between-curves-4-links-to-an-external-site,2080857,MTH-252,external_tool,Area between curves 4 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982757,external_url,mod-mth-252-032-2-1areas-between-curves,2.1Areas Between Curves,mi-mth-252-26982757,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/BH-V6Gx2n8E|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00082-mth-252-external-tool-area-under-curve-more-rectangles-links-to-an-external-site,2080857,MTH-252,external_tool,"Area under curve, more rectangles Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982661,external_url,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982661,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/B8WYjWiw5YM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00083-mth-252-external-tool-area-under-curve-left-sum-links-to-an-external-site,2080857,MTH-252,external_tool,Area under curve: Left Sum Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982663,external_url,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982663,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/v9WTXqKgg7I|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00084-mth-252-external-tool-area-under-curve-rectangles-links-to-an-external-site,2080857,MTH-252,external_tool,Area under curve: Rectangles Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982659,external_url,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982659,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/eHbHQ2wqZvc|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00085-mth-252-external-tool-area-under-curve-right-sum-links-to-an-external-site,2080857,MTH-252,external_tool,Area under curve: Right Sum Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982664,external_url,mod-mth-252-021-1-1-approximating-area-under-the-curve,1.1 Approximating Area Under the Curve,mi-mth-252-26982664,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/BvwyTXeuLS0|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00086-mth-252-external-tool-area-under-the-curve-interpretation-velocity-links-to-an-external-site,2080857,MTH-252,external_tool,"Area under the curve: Interpretation, velocity Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982700,external_url,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982700,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/Z_OHgubPJKA|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00087-mth-252-external-tool-average-temperature-links-to-an-external-site,2080857,MTH-252,external_tool,Average temperature Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982695,external_url,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982695,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/ba7HOTlDBec|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00088-mth-252-external-tool-average-value-of-a-function-links-to-an-external-site,2080857,MTH-252,external_tool,Average value of a function Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982692,external_url,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982692,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/2ikYbP6DpzE|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00089-mth-252-external-tool-average-value-of-f-continued-links-to-an-external-site,2080857,MTH-252,external_tool,Average value of f continued Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982694,external_url,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982694,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/3BxBjhsoF6o|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00090-mth-252-external-tool-average-value-find-c-value-s-alta-specific-links-to-an-external-site,2080857,MTH-252,external_tool,Average Value: Find C Value(s) (Alta Specific) Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982693,external_url,mod-mth-252-024-1-3-continued-working-with-integrals,1.3 - Continued: Working with Integrals,mi-mth-252-26982693,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/20XiiJFlgd0|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00091-mth-252-critical-setup-camscanner-making-one-pdf-with-multiple-pages-links-to-an-external-site,2080857,MTH-252,critical_setup,CamScanner: Making ONE pdf with multiple pages Links to an external site.,high,action_required,high,,,,,obj-mth-252-external-url-26982538,external_url,mod-mth-252-003-tutoring-support-and-course-resources,Tutoring Support and Course Resources,mi-mth-252-26982538,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/aP78GQc9gNA|https://canvas.oregonstate.edu/courses/2080857/modules,critical_setup|external_tool,candidate
task-00092-mth-252-external-tool-convert-riemann-sum-to-integrals-links-to-an-external-site,2080857,MTH-252,external_tool,Convert Riemann sum to integrals Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982672,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982672,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/FZKRsD9FqU4|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00093-mth-252-external-tool-definite-integral-constant-function-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Constant*function Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982677,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982677,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/csjUDj6HMpc|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00094-mth-252-external-tool-definite-integral-function-plus-constant-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Function plus constant Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982676,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982676,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/kmnvYAS409s|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00095-mth-252-external-tool-definite-integral-intro-and-application-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Intro and application Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982675,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982675,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/HnZTll3OmIc|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00096-mth-252-external-tool-definite-integral-properties-continued-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Properties continued Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982673,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982673,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/UgUKjUAkwN8|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00097-mth-252-external-tool-definite-integral-setting-up-the-integral-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Setting up the integral Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982671,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982671,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/6pQUsnRKxSg|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00098-mth-252-external-tool-definite-integral-trig-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Trig Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982678,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982678,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/itmNYsvNiHs|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00099-mth-252-external-tool-definite-integral-using-geometry-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integral: Using geometry Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982670,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982670,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/jTjrLTEQEws|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00100-mth-252-external-tool-definite-integrals-properties-links-to-an-external-site,2080857,MTH-252,external_tool,Definite integrals: Properties Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982674,external_url,mod-mth-252-022-1-2-definite-integrals,1.2 Definite Integrals,mi-mth-252-26982674,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/ycOZVVVXHvM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00101-mth-252-external-tool-disc-method-around-y-1-links-to-an-external-site,2080857,MTH-252,external_tool,Disc method around y=1 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982764,external_url,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982764,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/yTElv1k33rk|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00102-mth-252-external-tool-disk-method-1-links-to-an-external-site,2080857,MTH-252,external_tool,Disk method 1 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982761,external_url,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982761,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/1CbZlM09zF8|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00103-mth-252-external-tool-disk-method-2-links-to-an-external-site,2080857,MTH-252,external_tool,Disk method 2 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982762,external_url,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982762,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/oYe4gkKQDE8|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00104-mth-252-external-tool-disk-method-3-links-to-an-external-site,2080857,MTH-252,external_tool,Disk method 3 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982763,external_url,mod-mth-252-033-2-2-volume-by-slicing,2.2 Volume by Slicing,mi-mth-252-26982763,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/Ba_q-eu8n34|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00105-mth-252-external-tool-example-problems-exponentials-links-to-an-external-site,2080857,MTH-252,external_tool,Example problems: Exponentials Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982717,external_url,mod-mth-252-027-1-6-exponentials-and-logarithms,1.6 Exponentials and Logarithms,mi-mth-252-26982717,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/D9dqdbCgJQM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00106-mth-252-external-tool-find-antiderivative-2-links-to-an-external-site,2080857,MTH-252,external_tool,Find antiderivative 2 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982690,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982690,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/-_FJ1V5_Fcc|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00107-mth-252-external-tool-find-antiderivative-3-links-to-an-external-site,2080857,MTH-252,external_tool,Find antiderivative 3 Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982691,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982691,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/KM61G41NKGY|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00108-mth-252-external-tool-ftoc-example-links-to-an-external-site,2080857,MTH-252,external_tool,FToC: Example Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982683,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982683,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/gJtkTRjqM6I|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00109-mth-252-external-tool-ftoc-example-using-area-links-to-an-external-site,2080857,MTH-252,external_tool,FToC: Example using area Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982686,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982686,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/zdWBJTOfdiM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00110-mth-252-external-tool-ftoc-polynomial-example-links-to-an-external-site,2080857,MTH-252,external_tool,FToC: Polynomial example Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982684,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982684,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/X5ke8bUiiQM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00111-mth-252-external-tool-ftoc-setup-and-solve-links-to-an-external-site,2080857,MTH-252,external_tool,FToC: Setup and solve Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982682,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982682,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/YE9jpfxEFYk|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00112-mth-252-external-tool-ftoc-trig-example-links-to-an-external-site,2080857,MTH-252,external_tool,FToC: Trig example Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982685,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982685,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/GwOhAkU-A0M|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00113-mth-252-external-tool-fundamental-theorem-of-calc-ftoc-area-function-links-to-an-external-site,2080857,MTH-252,external_tool,Fundamental Theorem of Calc (FToC): Area function Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982679,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982679,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/jyRdHbHeUuU|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00114-mth-252-external-tool-fundamental-theorem-of-calc-ftoc-definite-integrals-links-to-an-external-site,2080857,MTH-252,external_tool,Fundamental Theorem of Calc (FToC): Definite integrals Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982681,external_url,mod-mth-252-023-1-3-fundamental-theorem-of-calculus-i-ii-antiderivatives,1.3 Fundamental Theorem of Calculus I & II / Antiderivatives,mi-mth-252-26982681,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/ZTqEj1NyGPw|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00115-mth-252-external-tool-future-value-links-to-an-external-site,2080857,MTH-252,external_tool,Future value Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982702,external_url,mod-mth-252-025-1-4-integration-formulas-and-net-change,1.4 Integration Formulas and Net Change,mi-mth-252-26982702,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/rlyoHQn8eSY|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00116-mth-252-external-tool-hydrostatic-force-horizontal-plate-links-to-an-external-site,2080857,MTH-252,external_tool,Hydrostatic force: Horizontal plate Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982785,external_url,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982785,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/zSyh3IzQMdc|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00117-mth-252-external-tool-hydrostatic-force-semicircle-window-links-to-an-external-site,2080857,MTH-252,external_tool,Hydrostatic force: Semicircle window Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982787,external_url,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982787,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/Ntk9RpCCSeM|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00118-mth-252-external-tool-hydrostatic-force-vertical-isosceles-triangle-links-to-an-external-site,2080857,MTH-252,external_tool,Hydrostatic force: Vertical isosceles triangle Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982786,external_url,mod-mth-252-036-2-5-physical-applications,2.5 Physical Applications,mi-mth-252-26982786,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/7exmlrEbNXI|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00119-mth-252-external-tool-improper-integral-3-exponential-integrand-links-to-an-external-site,2080857,MTH-252,external_tool,"Improper integral 3, exponential integrand Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982790,external_url,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982790,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/9O9Rd7JyKLo|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00120-mth-252-external-tool-improper-integral-4-rational-integrand-links-to-an-external-site,2080857,MTH-252,external_tool,"Improper integral 4, rational integrand Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982791,external_url,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982791,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/CvziF8rGSnw|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00121-mth-252-external-tool-improper-integral-5-rational-integrand-links-to-an-external-site,2080857,MTH-252,external_tool,"Improper integral 5, rational integrand Links to an external site.",low,review_needed,low,,,,,obj-mth-252-external-url-26982792,external_url,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982792,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/m2qnjmZQqa4|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
task-00122-mth-252-external-tool-improper-integral-infinity-to-infinity-links-to-an-external-site,2080857,MTH-252,external_tool,Improper integral: +infinity to -infinity Links to an external site.,low,review_needed,low,,,,,obj-mth-252-external-url-26982793,external_url,mod-mth-252-037-3-7-improper-integrals,3.7 Improper Integrals,mi-mth-252-26982793,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,https://youtu.be/qWMJpYajOww|https://canvas.oregonstate.edu/courses/2080857/modules,external_tool,needs_review
