investigation_id,course_id,course_code,issue_type,page_id,captured_title,url,canvas_object_type,canvas_object_id,parent_object_type,parent_object_id,matched_object_ids,matched_object_titles,parent_object_ids,parent_object_titles,task_ids,task_titles,due_texts,available_texts,module_item_ids,module_titles,source_page_ids,source_page_titles,source_link_texts,live_status,live_text_sample,investigation_status,likely_reason,needs_live_retry,confidence,recommended_action,resolution_status,resolution_reason,final_action
access-0071,2053526,PHY-212,unauthorized,00703-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160454/questions/59026075,quiz_question,59026075,quiz,3160454,,,obj-phy-212-quiz-3160454,M1-1asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00438-phy-212-graded-task-m1-1asy-general-physics-with-calculus-ph-212-400-u2026,M1-1asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00522-phy-212-linked-detail-m1-1asy-general-physics-with-calculus-ph-212-400-u2026|00697-phy-212-linked-detail-m1-1asy-general-physics-with-calculus-ph-212-400-u2026|00698-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-1asy|00703-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-1asy|M1-1asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0072,2053526,PHY-212,unauthorized,00705-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59026256,quiz_question,59026256,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00705-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0073,2053526,PHY-212,unauthorized,00706-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59026257,quiz_question,59026257,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00706-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0074,2053526,PHY-212,unauthorized,00707-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59026258,quiz_question,59026258,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00707-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0075,2053526,PHY-212,unauthorized,00708-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59026259,quiz_question,59026259,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00708-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0076,2053526,PHY-212,unauthorized,00709-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59178579,quiz_question,59178579,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00709-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0077,2053526,PHY-212,unauthorized,00710-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59026260,quiz_question,59026260,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00710-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0078,2053526,PHY-212,unauthorized,00711-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160491/questions/59026261,quiz_question,59026261,quiz,3160491,,,obj-phy-212-quiz-3160491,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00440-phy-212-blocked-or-broken-m1-2asy-general-physics-with-calculus-ph-212-400-u2026,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00523-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00704-phy-212-linked-detail-m1-2asy-general-physics-with-calculus-ph-212-400-u2026|00711-phy-212-linked-detail-unauthorized,M1-2asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0079,2053526,PHY-212,unauthorized,00713-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026315,quiz_question,59026315,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00713-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0080,2053526,PHY-212,unauthorized,00714-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026316,quiz_question,59026316,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00714-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0081,2053526,PHY-212,unauthorized,00715-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026317,quiz_question,59026317,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00715-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0082,2053526,PHY-212,unauthorized,00716-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026318,quiz_question,59026318,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00716-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0083,2053526,PHY-212,unauthorized,00717-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026319,quiz_question,59026319,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00717-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0084,2053526,PHY-212,unauthorized,00718-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026320,quiz_question,59026320,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00718-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0085,2053526,PHY-212,unauthorized,00719-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160508/questions/59026321,quiz_question,59026321,quiz,3160508,,,obj-phy-212-quiz-3160508,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00442-phy-212-blocked-or-broken-m1-3asy-general-physics-with-calculus-ph-212-400-u2026,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00524-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00712-phy-212-linked-detail-m1-3asy-general-physics-with-calculus-ph-212-400-u2026|00719-phy-212-linked-detail-unauthorized,M1-3asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0086,2053526,PHY-212,unauthorized,00722-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59026083,quiz_question,59026083,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00722-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0087,2053526,PHY-212,unauthorized,00723-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59026082,quiz_question,59026082,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00723-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0088,2053526,PHY-212,unauthorized,00724-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59026084,quiz_question,59026084,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00724-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0089,2053526,PHY-212,unauthorized,00725-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59186604,quiz_question,59186604,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00725-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0090,2053526,PHY-212,unauthorized,00726-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59186599,quiz_question,59186599,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00726-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0091,2053526,PHY-212,unauthorized,00727-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59186611,quiz_question,59186611,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00727-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0092,2053526,PHY-212,unauthorized,00728-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59026085,quiz_question,59026085,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00728-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
access-0093,2053526,PHY-212,unauthorized,00729-phy-212-linked-detail-unauthorized,Unauthorized,https://canvas.oregonstate.edu/courses/2053526/quizzes/3160457/questions/59026086,quiz_question,59026086,quiz,3160457,,,obj-phy-212-quiz-3160457,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),task-00444-phy-212-blocked-or-broken-m1-4asy-general-physics-with-calculus-ph-212-400-u2026,M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),,,,,00525-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00720-phy-212-linked-detail-m1-4asy-general-physics-with-calculus-ph-212-400-u2026|00721-phy-212-linked-detail-jacob-peterson-s-quiz-history-m1-4asy|00729-phy-212-linked-detail-unauthorized,Jacob Peterson's Quiz History: M1-4asy|M1-4asy: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026)|Unauthorized,Close|Help|History|Skip To Content,,,internal_canvas_question_url,Question-level Canvas URL came from a captured quiz page; the student-facing parent quiz is already captured.,no,high,No separate retry needed unless parent quiz content is incomplete.,resolved_internal_question_link,Question URL is an internal Canvas edit/detail link; parent quiz content was already captured.,No action needed for the question URL itself.
